BIN,BankName,CardScheme
517042,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
517047,DENIZBANK A.S.,MASTER_CARD
517048,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
517049,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
517343,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
517601,FIBABANKA A.S.,MASTER_CARD
517946,ING BANK A.S.,MASTER_CARD
518358,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
518599,TURKISH BANK A.S.,MASTER_CARD
518896,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
519261,ODEA BANK A.S.,MASTER_CARD
519324,QNB FINANSBANK A.S.,MASTER_CARD
519399,HSBC BANK A.S.,MASTER_CARD
519753,SEKERBANK T.A.S.,MASTER_CARD
519780,TURK EKONOMI BANKASI A.S.,MASTER_CARD
520017,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
520019,DENIZBANK A.S.,MASTER_CARD
520097,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
520180,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
520303,DENIZBANK A.S.,MASTER_CARD
520527,QNB FINANSBANK A.S.,MASTER_CARD
520653,TURKIYE IS BANKASI A.S.,MASTER_CARD
520909,DENIZBANK A.S.,MASTER_CARD
520922,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
520932,AKBANK T.A.S.,MASTER_CARD
520940,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
520988,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
521022,QNB FINANSBANK A.S.,MASTER_CARD
521378,TURKIYE HALK BANKASI A.S.,MASTER_CARD
521394,SEKERBANK T.A.S.,MASTER_CARD
521584,QNB FINANSBANK A.S.,MASTER_CARD
521807,AKBANK T.A.S.,MASTER_CARD
521824,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
521825,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
521832,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
521836,QNB FINANSBANK A.S.,MASTER_CARD
521848,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
521875,ICBC TURKEY BANK A.S.,MASTER_CARD
521942,AKBANK T.A.S.,MASTER_CARD
522075,FIBABANKA A.S.,MASTER_CARD
522204,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
522221,ALTERNATİF BANK A.S.,MASTER_CARD
522240,ANADOLUBANK A.S.,MASTER_CARD
522241,ANADOLUBANK A.S.,MASTER_CARD
522347,ODEA BANK A.S.,MASTER_CARD
522356,ODEA BANK A.S.,MASTER_CARD
522362,ODEA BANK A.S.,MASTER_CARD
522441,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
522566,FIBABANKA A.S.,MASTER_CARD
522576,FIBABANKA A.S.,MASTER_CARD
523034,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
523515,DENIZBANK A.S.,MASTER_CARD
523529,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
523759,BURGAN BANK A.S.,MASTER_CARD
524346,TURK EKONOMI BANKASI A.S.,MASTER_CARD
524347,AKBANK T.A.S.,MASTER_CARD
524627,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
524659,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
524677,ODEA BANK A.S.,MASTER_CARD
524839,TURK EKONOMI BANKASI A.S.,MASTER_CARD
524840,TURK EKONOMI BANKASI A.S.,MASTER_CARD
525312,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
525314,TURK EKONOMI BANKASI A.S.,MASTER_CARD
525329,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
525339,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
525382,TURKIYE IS BANKASI A.S.,MASTER_CARD
525404,SEKERBANK T.A.S.,MASTER_CARD
525413,HSBC BANK A.S.,MASTER_CARD
525795,HSBC BANK A.S.,MASTER_CARD
525864,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
526289,TURKIYE HALK BANKASI A.S.,MASTER_CARD
526290,TURKIYE HALK BANKASI A.S.,MASTER_CARD
526911,QNB FINANSBANK A.S.,MASTER_CARD
526952,ODEA BANK A.S.,MASTER_CARD
526955,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
526973,ING BANK A.S.,MASTER_CARD
526975,ING BANK A.S.,MASTER_CARD
527080,ICBC TURKEY BANK A.S.,MASTER_CARD
527083,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
527149,FIBABANKA A.S.,MASTER_CARD
527192,FIBABANKA A.S.,MASTER_CARD
527284,TURKIYE HALK BANKASI A.S.,MASTER_CARD
527327,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
527369,ODEA BANK A.S.,MASTER_CARD
527383,ODEA BANK A.S.,MASTER_CARD
527396,ODEA BANK A.S.,MASTER_CARD
527682,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
527737,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
527749,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
527765,FIBABANKA A.S.,MASTER_CARD
528064,ODEA BANK A.S.,MASTER_CARD
528133,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
528208,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
528246,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
528293,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
528825,TURK EKONOMI BANKASI A.S.,MASTER_CARD
528920,TURK EKONOMI BANKASI A.S.,MASTER_CARD
528926,TURK EKONOMI BANKASI A.S.,MASTER_CARD
528939,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
528956,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
529545,DENIZBANK A.S.,MASTER_CARD
529572,QNB FINANSBANK A.S.,MASTER_CARD
529876,DENIZBANK A.S.,MASTER_CARD
529939,TURKISH BANK A.S.,MASTER_CARD
530818,QNB FINANSBANK A.S.,MASTER_CARD
530853,TURK EKONOMI BANKASI A.S.,MASTER_CARD
530866,SEKERBANK T.A.S.,MASTER_CARD
530905,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
531102,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
531157,QNB FINANSBANK A.S.,MASTER_CARD
531325,TURK ELEKTRONIK PARA A S,MASTER_CARD
531369,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
531389,PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS,MASTER_CARD
531401,ING BANK A.S.,MASTER_CARD
531531,TURK EKONOMI BANKASI A.S.,MASTER_CARD
532443,ING BANK A.S.,MASTER_CARD
532581,TURK EKONOMI BANKASI A.S.,MASTER_CARD
532813,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
533154,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
533169,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
533207,POSTA VE TELGRAF TEŞKİLATI A.Ş.,MASTER_CARD
533293,DENIZBANK A.S.,MASTER_CARD
533330,DENIZBANK A.S.,MASTER_CARD
533796,ALBARAKA TURK KATILIM BANKASI A.S,MASTER_CARD
533803,TURKIYE IS BANKASI A.S.,MASTER_CARD
533913,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
533973,ALBARAKA TURK KATILIM BANKASI A.S,MASTER_CARD
534253,AKBANK T.A.S.,MASTER_CARD
534261,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
534264,ALBARAKA TURK KATILIM BANKASI A.S,MASTER_CARD
534538,TURK EKONOMI BANKASI A.S.,MASTER_CARD
534563,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
534565,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
534567,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
534653,TURKIYE IS BANKASI A.S.,MASTER_CARD
534981,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
535137,ING BANK A.S.,MASTER_CARD
535177,QNB FINANSBANK A.S.,MASTER_CARD
535217,TURK EKONOMI BANKASI A.S.,MASTER_CARD
535241,TURKIYE HALK BANKASI A.S.,MASTER_CARD
535248,ZİRAAT KATILIM BANKASI A.S.,MASTER_CARD
535270,ING BANK A.S.,MASTER_CARD
535279,TURKIYE IS BANKASI A.S.,MASTER_CARD
535280,AKBANK T.A.S.,MASTER_CARD
535355,VAKIF KATILIM BANKASI A.S.,MASTER_CARD
535429,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
535434,TURKCELL ODEME VE ELEKTRONIK PARA HIZMETLERI AS,MASTER_CARD
535435,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
535449,AKBANK T.A.S.,MASTER_CARD
535488,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
535514,TURKIYE IS BANKASI A.S.,MASTER_CARD
535576,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
535601,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
535602,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
535616,TURK ELEKTRONIK PARA A S,MASTER_CARD
535735,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
535748,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
535775,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
535806,BURGAN BANK A.S.,MASTER_CARD
535843,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
535881,ANADOLUBANK A.S.,MASTER_CARD
535925,PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS,MASTER_CARD
536180,ALBARAKA TURK KATILIM BANKASI A.S,MASTER_CARD
536255,ODEA BANK A.S.,MASTER_CARD
536503,TURKIYE HALK BANKASI A.S.,MASTER_CARD
536696,POSTA VE TELGRAF TEŞKİLATI A.Ş.,MASTER_CARD
537058,QNB FINANSBANK A.S.,MASTER_CARD
537470,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
537475,TURKIYE IS BANKASI A.S.,MASTER_CARD
537500,TURKIYE HALK BANKASI A.S.,MASTER_CARD
537504,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
537518,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
537537,TURK EKONOMI BANKASI A.S.,MASTER_CARD
537548,TURKIYE IS BANKASI A.S.,MASTER_CARD
537567,TURKIYE IS BANKASI A.S.,MASTER_CARD
537608,POSTA VE TELGRAF TEŞKİLATI A.Ş.,MASTER_CARD
537719,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
537829,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
537833,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
538121,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
538124,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
538139,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
538196,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
538841,TURK ELEKTRONIK PARA A S,MASTER_CARD
539134,ZİRAAT KATILIM BANKASI A.S.,MASTER_CARD
539374,PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS,MASTER_CARD
539605,DENIZBANK A.S.,MASTER_CARD
539803,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
539957,QNB FINANSBANK A.S.,MASTER_CARD
540024,ING BANK A.S.,MASTER_CARD
540025,ING BANK A.S.,MASTER_CARD
540036,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
540037,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
540045,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
540046,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
540061,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
540062,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
540063,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
540118,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
540122,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
540129,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
540130,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
540134,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
540226,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
540227,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
540435,TURKIYE HALK BANKASI A.S.,MASTER_CARD
540643,HSBC BANK A.S.,MASTER_CARD
540667,TURKIYE IS BANKASI A.S.,MASTER_CARD
540668,TURKIYE IS BANKASI A.S.,MASTER_CARD
540669,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
540709,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
541786,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
541865,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
542029,ING BANK A.S.,MASTER_CARD
542030,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
542117,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
542119,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
542254,HSBC BANK A.S.,MASTER_CARD
542259,TURK EKONOMI BANKASI A.S.,MASTER_CARD
542374,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
542404,QNB FINANSBANK A.S.,MASTER_CARD
542415,TURK ELEKTRONIK PARA A S,MASTER_CARD
542605,ING BANK A.S.,MASTER_CARD
542798,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
542804,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
542941,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
542965,ING BANK A.S.,MASTER_CARD
542967,ING BANK A.S.,MASTER_CARD
543081,TURKIYE HALK BANKASI A.S.,MASTER_CARD
543358,DENIZBANK A.S.,MASTER_CARD
543427,DENIZBANK A.S.,MASTER_CARD
543624,FIBABANKA A.S.,MASTER_CARD
543738,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
543771,TURKIYE IS BANKASI A.S.,MASTER_CARD
544078,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
544294,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
544836,ALTERNATİF BANK A.S.,MASTER_CARD
545102,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
545103,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
545120,QNB FINANSBANK A.S.,MASTER_CARD
545124,TURK EKONOMI BANKASI A.S.,MASTER_CARD
545148,TURK EKONOMI BANKASI A.S.,MASTER_CARD
545183,HSBC BANK A.S.,MASTER_CARD
545254,TURKIYE IS BANKASI A.S.,MASTER_CARD
545616,QNB FINANSBANK A.S.,MASTER_CARD
545769,ICBC TURKEY BANK A.S.,MASTER_CARD
545770,ICBC TURKEY BANK A.S.,MASTER_CARD
545847,QNB FINANSBANK A.S.,MASTER_CARD
546001,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
546764,DENIZBANK A.S.,MASTER_CARD
546957,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
547234,ALBARAKA TURK KATILIM BANKASI A.S,MASTER_CARD
547244,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
547287,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
547311,SEKERBANK T.A.S.,MASTER_CARD
547564,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
547567,QNB FINANSBANK A.S.,MASTER_CARD
547765,ING BANK A.S.,MASTER_CARD
547772,QNB FINANSBANK A.S.,MASTER_CARD
547800,QNB FINANSBANK A.S.,MASTER_CARD
547980,VAKIF KATILIM BANKASI A.S.,MASTER_CARD
547985,TURK EKONOMI BANKASI A.S.,MASTER_CARD
548202,BURGAN BANK A.S.,MASTER_CARD
548232,ALBARAKA TURK KATILIM BANKASI A.S,MASTER_CARD
548237,TURKIYE IS BANKASI A.S.,MASTER_CARD
548434,BURGAN BANK A.S.,MASTER_CARD
548793,PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS,MASTER_CARD
548819,ING BANK A.S.,MASTER_CARD
548935,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
549208,SEKERBANK T.A.S.,MASTER_CARD
549294,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
549394,SEKERBANK T.A.S.,MASTER_CARD
549449,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
549539,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
549624,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
549839,DENIZBANK A.S.,MASTER_CARD
549997,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
549998,TURK EKONOMI BANKASI A.S.,MASTER_CARD
550074,ING BANK A.S.,MASTER_CARD
550383,AKBANK T.A.S.,VISA
550449,TURK EKONOMI BANKASI A.S.,MASTER_CARD
550472,HSBC BANK A.S.,MASTER_CARD
550473,HSBC BANK A.S.,MASTER_CARD
550478,ING BANK A.S.,MASTER_CARD
552095,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
552096,TURKIYE IS BANKASI A.S.,MASTER_CARD
552098,TURKISH BANK A.S.,MASTER_CARD
552101,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
552143,HSBC BANK A.S.,MASTER_CARD
552207,TURK EKONOMI BANKASI A.S.,MASTER_CARD
552608,AKBANK T.A.S.,MASTER_CARD
552609,AKBANK T.A.S.,MASTER_CARD
552610,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
552645,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
552659,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
552679,DENIZBANK A.S.,MASTER_CARD
552879,TURKIYE HALK BANKASI A.S.,MASTER_CARD
553056,AKBANK T.A.S.,MASTER_CARD
553058,TURKIYE IS BANKASI A.S.,MASTER_CARD
553090,TURK EKONOMI BANKASI A.S.,MASTER_CARD
553130,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
553493,CITIBANK A.Ş.,MASTER_CARD
554034,BURGAN BANK A.S.,MASTER_CARD
554253,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
554254,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
554297,ING BANK A.S.,MASTER_CARD
554301,ANADOLUBANK A.S.,MASTER_CARD
554422,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
554548,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
554570,ING BANK A.S.,MASTER_CARD
554796,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
554960,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
555087,CITIBANK A.Ş.,MASTER_CARD
555467,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
555574,DENIZBANK A.S.,MASTER_CARD
555636,DENIZBANK A.S.,MASTER_CARD
555660,DENIZBANK A.S.,MASTER_CARD
556030,HSBC BANK A.S.,MASTER_CARD
556031,HSBC BANK A.S.,MASTER_CARD
556033,HSBC BANK A.S.,MASTER_CARD
556034,HSBC BANK A.S.,MASTER_CARD
556665,HSBC BANK A.S.,MASTER_CARD
557023,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
557113,AKBANK T.A.S.,MASTER_CARD
557370,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
557374,FIBABANKA A.S.,MASTER_CARD
557829,AKBANK T.A.S.,MASTER_CARD
557844,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
558030,TURKISH BANK A.S.,MASTER_CARD
558379,BURGAN BANK A.S.,MASTER_CARD
558443,DENIZBANK A.S.,MASTER_CARD
558446,DENIZBANK A.S.,MASTER_CARD
558448,DENIZBANK A.S.,MASTER_CARD
558460,DENIZBANK A.S.,MASTER_CARD
558485,ALTERNATİF BANK A.S.,MASTER_CARD
558514,DENIZBANK A.S.,MASTER_CARD
558593,ANADOLUBANK A.S.,MASTER_CARD
558634,ICBC TURKEY BANK A.S.,MASTER_CARD
558699,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
559056,FIBABANKA A.S.,MASTER_CARD
559096,QNB FINANSBANK A.S.,MASTER_CARD
559289,TURKIYE IS BANKASI A.S.,MASTER_CARD
559964,TURK ELEKTRONIK PARA A S,MASTER_CARD
581877,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
589004,AKBANK T.A.S.,MASTER_CARD
589283,TURKIYE IS BANKASI A.S.,MASTER_CARD
589288,TURKISH BANK A.S.,MASTER_CARD
589311,TURKIYE VAKIFLAR BANKASI T.A.O.,MASTER_CARD
589318,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
589416,ICBC TURKEY BANK A.S.,MASTER_CARD
589713,SEKERBANK T.A.S.,MASTER_CARD
600652,TURKIYE IS BANKASI A.S.,MASTER_CARD
601050,QNB FINANSBANK A.S.,MASTER_CARD
601912,DENIZBANK A.S.,MASTER_CARD
603005,TURKLAND BANK A.Ş.,MASTER_CARD
603072,ANADOLUBANK A.S.,MASTER_CARD
603322,ING BANK A.S.,MASTER_CARD
603343,FIBABANKA A.S.,MASTER_CARD
603344,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
603650,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
603797,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
606043,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
606329,TURK EKONOMI BANKASI A.S.,MASTER_CARD
622403,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
627510,ALBARAKA TURK KATILIM BANKASI A.S,MASTER_CARD
627768,ALTERNATİF BANK A.S.,MASTER_CARD
638888,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
639001,TURKIYE HALK BANKASI A.S.,MASTER_CARD
639004,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
650052,TURKIYE VAKIFLAR BANKASI T.A.O.,TROY
650082,TURKIYE IS BANKASI A.S.,TROY
650083,T.C. ZIRAAT BANKASI A.S.,TROY
650092,TURKIYE IS BANKASI A.S.,TROY
650161,YAPI VE KREDI BANKASI A.S.,TROY
650170,TURKIYE VAKIFLAR BANKASI T.A.O.,TROY
650173,TURKIYE IS BANKASI A.S.,TROY
650175,SEKERBANK T.A.S.,TROY
650268,T.C. ZIRAAT BANKASI A.S.,TROY
650273,T.C. ZIRAAT BANKASI A.S.,TROY
650274,T.C. ZIRAAT BANKASI A.S.,TROY
650456,TURKIYE IS BANKASI A.S.,TROY
650457,TURK ELEKTRONIK PARA A S,TROY
650987,TURKIYE IS BANKASI A.S.,TROY
650990,TURKIYE IS BANKASI A.S.,TROY
654997,ALTERNATİF BANK A.S.,TROY
657366,YAPI VE KREDI BANKASI A.S.,TROY
657998,YAPI VE KREDI BANKASI A.S.,TROY
670544,VAKIF KATILIM BANKASI A.S.,MASTER_CARD
670586,ZİRAAT KATILIM BANKASI A.S.,MASTER_CARD
670606,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
670610,DENIZBANK A.S.,MASTER_CARD
670640,DENIZBANK A.S.,MASTER_CARD
670670,ALTERNATİF BANK A.S.,MASTER_CARD
670868,Bank'O Card,MASTER_CARD
671121,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
671155,AKTIF YATIRIM BANKASI A.S.,MASTER_CARD
671200,POSTA VE TELGRAF TEŞKİLATI A.Ş.,MASTER_CARD
671217,FIBABANKA A.S.,MASTER_CARD
676123,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
676124,T.C. ZIRAAT BANKASI A.S.,MASTER_CARD
676166,YAPI VE KREDI BANKASI A.S.,MASTER_CARD
676255,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
676258,TURKIYE HALK BANKASI A.S.,MASTER_CARD
676283,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
676366,ING BANK A.S.,MASTER_CARD
676401,HSBC BANK A.S.,MASTER_CARD
676402,ING BANK A.S.,MASTER_CARD
676406,TURK EKONOMI BANKASI A.S.,MASTER_CARD
676429,TURKLAND BANK A.Ş.,MASTER_CARD
676460,ANADOLUBANK A.S.,MASTER_CARD
676578,TURK EKONOMI BANKASI A.S.,MASTER_CARD
676651,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
676827,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
676832,SEKERBANK T.A.S.,MASTER_CARD
677047,DENIZBANK A.S.,MASTER_CARD
677055,KUVEYT TURK KATILIM BANKASI  A.S.,MASTER_CARD
677193,HSBC BANK A.S.,MASTER_CARD
677238,QNB FINANSBANK A.S.,MASTER_CARD
677397,ALBARAKA TURK KATILIM BANKASI A.S,MASTER_CARD
677451,TURKIYE FINANS KATILIM BANKASI  A.S.,MASTER_CARD
677522,TURKISH BANK A.S.,MASTER_CARD
685800,TURKIYE GARANTI BANKASI A.S.,MASTER_CARD
700019,TURKIYE IS BANKASI A.S.,MASTER_CARD
900014,TURKIYE GARANTI BANKASI A.S.,TROY
979202,QNB FINANSBANK A.S.,TROY
979203,QNB FINANSBANK A.S.,TROY
979204,TURKIYE IS BANKASI A.S.,TROY
979205,TURKIYE GARANTI BANKASI A.S.,TROY
979206,AKBANK T.A.S.,TROY
979207,AKBANK T.A.S.,TROY
